filepath,label
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file30499.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file26721.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file20573.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file19440.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file18356.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file18436.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file33577.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file16718.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file18348.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file20870.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file11298.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file5141.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file22434.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file26864.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file29133.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file11489.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file30202.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file27511.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file19769.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file24427.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file16096.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file18598.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file17056.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file21063.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file2521.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file12983.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file28055.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file6461.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file21901.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file2068.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file23846.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file17732.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file1020.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file8161.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file20395.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file26974.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file11124.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file29212.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file27999.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file18883.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file11789.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file33713.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file6379.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file21367.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file11824.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file33423.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file33237.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file1415.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file28101.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file30852.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file9328.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file8839.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file11293.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file13607.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file19984.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file13426.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file23366.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file9766.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file31766.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file15490.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file21424.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file13259.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file6547.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file16345.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file34177.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file23850.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file31852.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file18613.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file26468.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file33391.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file26.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file32773.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file27992.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file16799.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file7748.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file25713.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file22587.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file7031.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file8165.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file8381.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file26448.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file9917.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file11632.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file1419.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file3227.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file9535.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file20597.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file24715.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file8623.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file30077.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file14202.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file17044.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file6202.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file29101.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file3537.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file5598.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file31219.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file24668.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file2333.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file12881.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file2271.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file269.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file8794.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file12556.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file26931.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file1714.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file10711.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file1852.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file5237.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file23692.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file28274.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file29941.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file16329.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file6112.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file27508.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file21445.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file28865.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file27111.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file15451.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file16587.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file7600.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file5584.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file23010.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file27484.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file33472.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file26446.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file15482.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file33703.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file5697.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file29189.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file23653.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file3715.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file8804.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file2385.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file8902.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file17043.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file10449.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file2651.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file2524.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file26971.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file6025.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file6417.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file8005.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file8444.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file11631.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file24351.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file1338.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file4505.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file9355.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file33267.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file635.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file10294.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file29852.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file1398.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file9298.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file32960.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file13870.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file11368.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file19599.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file23798.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file20317.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file8986.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file14676.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file649.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file32728.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file3705.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file1583.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file2406.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file19459.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file15967.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file3325.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file4288.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file5228.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file4094.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file30384.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file14955.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file20889.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file11300.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file15205.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file19700.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file30269.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file25824.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file4042.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file15091.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file7694.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file4753.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file25568.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file13850.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
